"","COUNTRY","ID","DATE","Q1","Q13A","WT","Q1001","Q1002","Q2061A","Q1COVID19","Q2ACOVID19","Q2BCOVID19","Q12COVID19_3","Q12COVID19_4","Q12COVID19_5A","Q12COVID19_5B","Q5COVID19","Q10COVID19_5","Q13COVID19","Q14COVID19","Q15COVID19_1","Q15COVID19_2","Q16COVID19","Q101","Q102","Q112_1","Q112_2","Q118","Q601_1","Q601_4","Q601_19","Q601_18","Q601_20","Q620","Q619_1A","Q619_1B","Q619_3A","Q619_4A","Q619_5A","Q601A","Q201A_1","Q201A_2","Q201B_6","Q201B_13","QLIB1","Q204A_3","Q204A_1","Q204A_2","Q521_1","Q521_2","Q521_4","Q204_11","Q204_20","Q204_25","Q210","Q211","Q700B_1","Q700B_13","Q700B_23","Q700B_5","Q725_1","Q725_4","Q725_23","Q725_15","Q732B","Q730B","Q734A","Q734B","Q727_1","Q727_4","Q727_5","Q104","Q104A_1","Q104A_2","Q104A_3","Q104A_4","Q104A_5","Q104A_6","Q104A_7","Q104A_8","Q1003","Q1010","Q1010B1","Q1010B2","Q1014C","Q1005","Q1005B","Q1005C","Q1005D","Q1005E","Q1006A","Q1006B_CODE","Q1016","Q1012","Q1012A","Q1012B","Q609","Q602_1","Q602_2","Q602_3","Q602_4A","Q602_4B","Q1011D","Q1011E","Q1011F"
"1205",10,4000,"2021-03-26",10002,1,0.994665381788967,64,1,2,1,1,NA,3,2,2,NA,4,2,1,2,1,2,1,4,5,3,3,3,2,4,2,2,3,3,4,4,4,3,1,NA,4,4,3,4,NA,4,4,3,3,2,3,3,4,3,1,3,4,2,4,2,4,3,4,2,4,4,NA,4,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,7,4,1,2,5,3,1,NA,NA,NA,NA,NA,2,1,6,NA,2,5,3,2,3,NA,2,1,2
"1206",10,4001,"2021-03-26",10002,1,0.996984925728569,39,2,1,1,1,NA,3,3,1,NA,3,2,1,2,3,6,1,4,5,3,3,1,2,4,2,2,3,4,3,3,4,3,1,NA,4,4,3,4,NA,4,4,3,3,3,3,3,4,3,1,3,3,2,3,2,3,3,3,2,4,1,NA,4,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,6,4,1,1,4,1,NA,NA,NA,NA,1,16,2,1,6,NA,2,3,3,3,3,NA,2,1,2
"1207",10,4002,"2021-03-26",10008,2,0.968098491298302,24,2,1,3,NA,1,3,3,3,NA,1,1,3,2,5,1,1,4,3,2,3,3,2,4,2,3,3,3,2,1,4,2,1,NA,4,4,1,3,NA,4,4,4,3,2,2,3,4,4,1,3,3,3,3,3,98,98,98,3,4,1,NA,4,4,4,4,1,0,0,0,0,0,0,0,NA,6,3,2,NA,3,6,NA,1,NA,NA,NA,NA,2,1,5,NA,3,5,3,2,3,NA,2,1,1
"1208",10,4003,"2021-03-26",10008,2,0.978134335117143,47,1,15,1,1,NA,3,3,3,NA,2,2,3,2,5,2,2,4,5,2,2,3,2,4,4,2,2,3,2,1,2,2,1,NA,4,4,1,2,NA,4,4,4,2,2,2,4,4,4,1,3,4,2,2,4,4,2,3,4,3,7,NA,4,2,1,97,2,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,1,5,1,NA,NA,NA,NA,2,20,3,1,5,NA,2,3,3,3,3,NA,2,1,1
"1209",10,4004,"2021-03-26",10008,1,0.978134335117143,49,1,1,1,2,NA,3,3,3,NA,2,3,4,97,5,6,2,4,5,1,1,3,2,4,4,3,3,3,2,2,3,2,2,NA,4,4,1,2,NA,4,4,3,2,2,2,4,4,4,1,3,3,3,3,3,3,3,3,3,4,97,NA,4,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,1,5,1,NA,NA,NA,NA,2,13,2,1,5,NA,2,3,3,3,3,NA,2,1,2
"1210",10,4005,"2021-03-26",10008,1,0.978297478048861,30,2,1,1,1,NA,3,3,3,NA,1,1,4,97,2,1,1,4,5,2,2,1,3,3,3,3,3,3,1,1,2,2,2,NA,4,4,3,4,NA,3,3,3,4,4,4,4,4,4,1,3,3,3,3,3,4,4,4,4,3,1,NA,4,1,1,1,1,1,0,0,0,0,1,1,NA,6,4,1,1,4,4,NA,NA,NA,3,NA,NA,2,1,5,NA,3,5,3,2,3,NA,2,1,2
"1211",10,4006,"2021-03-26",10002,1,0.99674393598701,35,1,2,2,4,NA,3,2,1,NA,2,2,2,1,5,1,1,4,3,3,3,5,3,3,2,2,2,3,4,2,4,3,4,NA,4,4,3,3,NA,4,3,3,3,3,3,4,4,4,1,3,3,3,3,2,3,3,4,2,4,4,NA,4,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,7,4,2,NA,2,1,NA,NA,NA,NA,2,11,2,1,6,NA,2,3,3,3,3,NA,2,1,2
"1212",10,4007,"2021-03-26",10002,1,1.00547501127447,30,2,6,2,5,NA,3,2,1,NA,97,2,2,2,1,5,1,4,3,3,3,1,2,4,2,2,3,3,4,4,3,3,1,NA,4,4,3,3,NA,4,4,3,3,3,3,4,4,3,1,3,3,3,4,3,3,3,5,2,4,4,NA,4,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,6,4,2,NA,2,4,NA,NA,NA,3,NA,NA,2,1,6,NA,2,5,3,2,3,NA,2,1,2
"1213",10,4008,"2021-03-26",10002,1,1.00547501127447,28,2,1,2,1,NA,3,3,1,NA,2,2,1,2,5,6,1,4,3,3,3,3,2,4,2,2,3,3,3,2,3,3,1,NA,4,4,3,2,NA,4,3,3,3,3,3,4,4,4,1,3,4,2,4,2,4,4,5,4,3,6,NA,4,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,6,4,2,NA,2,1,NA,NA,NA,NA,2,12,2,1,6,NA,1,2,3,1,3,NA,2,1,2
"1214",10,4009,"2021-03-26",10002,1,0.997037599109509,60,2,15,1,1,NA,3,1,2,NA,97,2,2,3,1,5,1,4,5,3,3,3,3,4,2,2,2,3,4,3,4,2,1,NA,4,3,3,2,NA,4,3,4,3,3,3,4,4,4,1,3,4,2,4,2,4,3,5,2,4,1,NA,4,3,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,NA,5,4,NA,NA,NA,2,NA,NA,2,1,6,NA,2,3,3,2,3,NA,2,1,2
"1215",10,4010,"2021-03-26",10002,1,1.00523196932182,30,1,6,1,1,NA,3,2,2,NA,2,2,1,2,1,5,1,4,5,3,3,1,2,3,2,1,3,4,3,2,4,4,1,NA,4,4,3,4,NA,4,4,4,3,3,3,4,4,4,1,3,4,3,4,2,4,3,5,2,4,4,NA,4,3,5,3,2,NA,NA,NA,NA,NA,NA,NA,NA,6,4,2,NA,2,1,NA,NA,NA,NA,2,16,2,1,6,NA,1,2,3,1,2,NA,2,1,2
"1216",10,4011,"2021-03-26",10002,1,1.00530733616052,45,1,1,2,3,NA,3,2,1,NA,1,2,2,2,3,5,1,4,3,3,3,3,3,3,2,1,3,3,3,3,2,3,1,NA,4,3,2,4,NA,4,2,2,3,3,3,4,4,3,1,3,4,2,4,2,5,2,5,3,3,4,NA,4,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,5,4,1,1,4,2,NA,NA,NA,NA,2,12,2,1,6,NA,2,3,3,3,4,NA,2,1,2
"1217",10,4012,"2021-03-26",10002,1,1.00530733616052,54,1,2,2,3,NA,3,3,1,NA,2,2,1,2,1,2,1,4,5,3,3,1,3,3,3,1,4,3,3,1,2,2,1,NA,4,4,3,2,NA,4,3,4,4,3,4,4,4,2,2,2,4,2,4,2,5,3,5,3,4,4,NA,4,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,1,6,2,NA,NA,NA,NA,2,9,2,1,6,NA,1,2,3,1,3,NA,2,1,2
"1218",10,4013,"2021-03-26",10002,1,0.999121110534737,36,2,6,2,5,NA,3,2,1,NA,97,2,2,2,1,2,1,4,5,3,3,1,3,4,2,2,3,3,3,1,2,2,1,NA,4,2,2,2,NA,4,4,2,3,3,3,4,4,2,1,3,4,2,4,2,5,2,5,3,4,1,NA,4,3,5,3,2,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,1,5,4,NA,NA,NA,2,NA,NA,2,1,6,NA,1,3,3,2,3,NA,2,1,2
"1219",10,4014,"2021-03-26",10003,1,1.02765439900612,39,2,2,2,1,NA,2,2,2,NA,2,2,1,1,2,3,1,4,2,3,3,2,3,3,3,3,3,3,3,2,2,2,3,NA,4,4,2,3,NA,3,3,4,3,3,3,4,3,3,3,3,3,4,4,4,4,3,3,3,3,3,NA,2,5,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,6,4,1,1,5,1,NA,NA,NA,NA,2,16,2,2,1,NA,3,4,4,3,NA,3,2,1,1
"1220",10,4015,"2021-03-26",10003,1,1.02535297319236,21,1,7,2,6,NA,2,2,2,NA,3,2,2,2,5,4,1,4,4,3,3,5,2,2,3,2,3,3,3,3,3,3,4,NA,4,4,3,4,NA,3,3,3,3,2,3,3,3,3,2,3,3,3,4,3,3,3,3,3,3,3,NA,3,3,3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,6,1,NA,NA,4,5,NA,NA,NA,NA,NA,NA,2,2,1,NA,3,3,3,3,NA,3,2,1,2
"1221",10,4016,"2021-03-26",10003,1,1.0274602764917,63,1,12,2,4,NA,2,3,2,NA,4,1,2,2,2,5,1,4,5,2,2,5,4,4,2,2,2,3,3,3,2,4,2,NA,4,3,2,4,NA,3,3,3,2,3,3,4,4,2,2,2,4,4,4,3,3,3,3,3,3,3,NA,3,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,2,3,2,NA,NA,NA,NA,2,8,2,2,2,NA,3,2,2,2,NA,2,2,1,2
"1222",10,4017,"2021-03-26",10003,1,1.03623282528922,45,1,15,3,NA,4,2,2,2,NA,2,2,2,2,2,5,1,4,5,1,2,2,2,2,2,2,3,2,3,3,2,1,2,NA,4,4,1,2,NA,4,2,2,3,2,2,4,3,3,2,3,3,4,4,4,4,4,4,4,4,97,NA,2,5,1,98,2,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,1,6,1,NA,NA,NA,NA,2,9,3,2,1,NA,3,3,3,3,NA,3,2,1,2
"1223",10,4018,"2021-03-27",10003,1,1.02779837857915,19,2,1,2,2,NA,2,2,2,NA,3,3,2,3,2,4,1,4,5,3,1,2,2,3,3,3,2,2,3,3,2,3,2,NA,2,3,3,3,NA,3,4,4,3,4,4,4,97,97,2,3,3,2,3,3,3,3,4,4,3,4,NA,2,5,2,4,1,1,0,0,0,0,0,0,NA,5,1,NA,NA,5,5,NA,NA,NA,NA,NA,NA,3,2,1,NA,2,3,3,3,NA,3,2,1,2
"1224",10,4019,"2021-03-27",10003,1,1.02779837857915,23,2,6,2,3,NA,2,2,2,NA,3,2,4,3,5,6,4,3,4,2,2,3,2,2,3,4,98,2,3,4,2,2,2,NA,4,3,3,3,NA,3,3,2,3,2,4,3,3,4,2,2,3,3,3,1,2,1,98,1,2,4,NA,2,5,5,5,1,0,1,1,1,1,0,1,NA,4,1,NA,NA,4,5,NA,NA,NA,NA,NA,NA,2,2,2,NA,2,2,2,3,NA,2,2,1,1
"1225",10,4020,"2021-03-27",10003,1,1.02754994065472,21,1,1,1,3,NA,2,2,2,NA,97,1,1,3,2,5,1,4,5,3,3,2,1,3,1,2,3,3,3,2,3,1,1,NA,4,3,1,2,NA,4,2,3,2,2,3,4,4,2,1,3,3,3,3,4,2,1,98,1,98,98,NA,2,5,5,5,1,1,0,0,0,0,0,0,NA,4,1,NA,NA,5,5,NA,NA,NA,NA,NA,NA,2,2,2,NA,2,2,1,1,NA,3,2,1,1
"1226",10,4021,"2021-03-27",10003,1,1.03623282528922,50,1,2,2,6,NA,2,2,2,NA,2,1,1,1,2,5,1,4,3,2,1,1,2,4,3,3,3,4,2,1,2,1,2,NA,4,3,2,2,NA,3,3,3,3,3,3,4,4,4,1,3,2,2,3,2,3,3,98,2,4,6,NA,2,1,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,2,3,1,NA,NA,NA,NA,2,5,2,2,3,NA,1,2,1,2,NA,3,2,1,1
"1227",10,4022,"2021-03-27",10003,1,1.02765439900612,44,2,2,4,NA,6,2,3,3,NA,4,1,2,2,2,6,1,4,3,3,1,2,1,4,1,4,3,4,3,1,4,1,1,NA,3,1,1,2,NA,2,2,1,3,2,2,2,3,1,2,2,3,2,2,3,2,2,98,4,3,4,NA,3,2,5,97,2,NA,NA,NA,NA,NA,NA,NA,NA,6,1,NA,NA,3,1,NA,NA,NA,NA,2,16,2,2,3,NA,2,3,4,1,NA,3,2,1,1
"1228",10,4023,"2021-03-27",10003,97,1.02770869273739,60,2,7,3,NA,3,97,98,1,NA,97,3,4,3,3,5,1,3,3,3,3,4,4,4,3,3,3,4,3,4,3,3,3,NA,3,3,4,4,NA,3,4,3,3,4,3,4,3,4,4,NA,4,98,4,3,4,1,4,5,3,5,NA,3,4,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,4,7,2,NA,5,4,NA,NA,NA,4,NA,NA,3,2,2,NA,3,3,5,4,NA,4,2,1,2
"1229",10,4024,"2021-03-27",10003,1,1.03623282528922,52,1,2,4,NA,1,2,2,2,NA,3,2,2,3,5,6,1,3,4,3,3,5,2,4,4,3,3,3,3,4,4,2,4,NA,3,3,3,3,NA,2,2,2,3,3,3,3,3,4,3,3,3,3,3,4,3,3,4,3,3,3,NA,3,3,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,1,4,2,NA,NA,NA,NA,2,6,3,2,3,NA,2,3,3,3,NA,3,2,1,2
"1230",10,4025,"2021-03-25",10003,3,1.03862630790617,34,2,1,3,NA,2,3,3,3,NA,2,3,3,3,3,4,1,4,4,3,2,4,3,3,3,3,3,3,3,98,3,4,4,NA,3,3,3,3,NA,3,3,3,3,4,3,4,3,4,3,3,3,3,4,3,5,4,4,4,3,5,NA,3,4,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,2,4,4,NA,NA,NA,3,NA,NA,2,2,1,NA,3,3,5,5,NA,5,98,99,1
"1231",10,4026,"2021-03-25",10003,2,1.02985629760709,35,2,6,1,98,NA,3,1,3,NA,2,3,1,2,3,4,1,4,5,98,98,2,3,3,3,3,2,3,3,2,2,4,2,NA,4,4,4,4,NA,4,4,4,4,4,4,4,4,4,3,1,2,3,2,2,5,5,5,5,4,3,NA,3,4,4,4,1,0,0,0,0,0,0,0,NA,4,4,1,2,4,1,NA,NA,NA,NA,1,2,3,2,3,NA,3,1,1,1,NA,1,2,99,1
"1232",10,4027,"2021-03-25",10003,1,1.03623282528922,45,1,1,2,3,NA,2,2,2,NA,3,1,2,3,3,5,1,4,5,3,2,1,4,2,3,3,2,2,3,4,2,3,3,NA,3,3,2,3,NA,3,1,2,3,2,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,3,5,5,3,2,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,1,5,1,NA,NA,NA,NA,2,2,4,2,3,NA,3,3,4,3,NA,4,2,1,2
"1233",10,4028,"2021-03-25",10003,1,1.02779837857915,18,2,2,1,3,NA,2,2,2,NA,97,1,2,2,2,5,1,4,5,2,3,3,2,4,1,3,3,3,3,2,2,1,3,NA,4,4,2,3,NA,4,2,1,3,2,2,4,4,4,2,3,2,1,2,2,2,2,1,1,4,97,NA,4,1,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,3,5,NA,NA,NA,NA,NA,NA,2,2,3,NA,3,3,3,3,NA,3,2,1,1
"1234",10,4029,"2021-03-25",10003,1,1.02754994065472,18,1,7,2,4,NA,2,1,2,NA,4,1,1,3,2,5,1,4,4,3,3,2,2,4,2,3,3,2,2,3,3,2,3,NA,4,3,3,3,NA,4,4,2,2,2,4,3,3,4,1,3,2,3,3,2,3,2,2,4,4,97,NA,4,1,97,97,2,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,6,5,NA,NA,NA,NA,NA,NA,4,2,3,NA,3,3,5,3,NA,5,2,1,1
"1235",10,4030,"2021-03-26",10003,1,1.03837525267047,32,1,1,1,4,NA,2,2,2,NA,3,1,1,2,4,6,5,4,4,2,1,3,3,3,1,3,2,3,2,3,1,1,2,NA,2,3,1,2,NA,4,2,3,3,2,4,4,4,4,2,3,3,3,3,4,98,3,98,2,2,3,NA,2,5,1,5,1,1,0,0,0,0,0,0,NA,4,4,1,1,4,2,NA,NA,NA,NA,2,8,3,2,1,NA,2,3,3,3,NA,3,2,1,2
"1236",10,4031,"2021-03-26",10003,1,1.03648336253529,49,2,15,1,4,NA,2,2,2,NA,1,1,3,97,5,6,5,4,5,2,2,2,3,4,1,4,3,3,3,2,3,2,2,NA,3,3,2,2,NA,2,2,2,3,3,3,2,3,2,3,3,3,2,2,2,2,2,3,2,4,4,NA,4,2,5,97,2,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,1,4,1,NA,NA,NA,NA,2,5,3,2,1,NA,2,2,3,3,NA,3,2,1,2
"1237",10,4032,"2021-03-26",10003,3,1.02985629760709,39,2,12,3,NA,5,2,2,2,NA,3,3,3,3,4,5,1,4,4,2,2,2,2,3,3,4,3,3,4,4,4,4,4,NA,4,3,3,3,NA,4,4,3,4,3,3,4,3,4,3,3,4,3,3,3,5,5,4,4,4,3,NA,4,4,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,4,4,98,NA,5,4,NA,NA,NA,4,NA,NA,3,2,3,NA,3,4,4,4,NA,4,2,1,1
"1238",10,4033,"2021-03-26",10003,1,1.03623282528922,48,1,2,1,4,NA,2,2,2,NA,3,97,3,3,5,4,1,4,4,3,2,3,3,4,3,3,3,3,3,3,3,3,3,NA,3,3,3,3,NA,3,4,4,3,2,3,3,4,4,3,2,3,3,3,4,2,3,2,2,3,4,NA,3,3,3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,1,4,1,NA,NA,NA,NA,2,9,2,2,2,NA,2,2,3,3,NA,3,2,1,2
"1239",10,4034,"2021-03-27",10008,2,1.05983793770106,55,1,2,2,3,NA,1,1,1,NA,3,2,2,1,5,1,1,4,3,1,2,1,2,3,2,2,2,4,2,2,4,1,4,NA,4,1,1,2,NA,4,3,3,2,2,2,2,4,2,1,2,1,2,2,2,2,2,2,2,2,6,NA,3,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,2,3,1,NA,NA,NA,NA,2,15,3,2,1,NA,2,3,3,3,NA,3,2,1,1
"1240",10,4035,"2021-03-27",10008,2,1.0597819465855,40,1,6,2,3,NA,2,2,2,NA,2,2,2,1,5,3,1,4,2,2,2,1,2,3,2,2,2,3,2,2,2,1,2,NA,4,1,2,3,NA,1,3,2,1,2,2,2,4,2,1,2,1,2,2,2,3,1,1,3,2,3,NA,3,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,6,4,1,2,4,1,NA,NA,NA,NA,1,16,3,2,2,NA,2,3,3,3,NA,3,2,1,2
"1241",10,4036,"2021-03-27",10008,2,1.07109687014647,30,1,2,2,3,NA,3,3,2,NA,1,2,2,1,5,1,1,4,4,2,3,1,3,3,2,2,2,3,2,2,4,1,4,NA,4,2,2,2,NA,4,2,3,2,2,2,2,4,2,1,2,1,2,2,2,2,2,2,2,2,6,NA,3,1,1,1,1,0,0,0,0,0,0,0,NA,3,1,NA,NA,5,6,NA,1,NA,NA,NA,NA,4,2,1,NA,2,3,3,2,NA,3,2,1,2
"1242",10,4037,"2021-03-27",10008,2,1.06205268311694,41,1,1,2,3,NA,97,1,3,NA,4,2,2,1,5,1,1,4,3,2,2,3,2,3,2,2,2,3,3,3,4,1,4,NA,4,2,3,2,NA,2,2,2,2,2,2,3,4,2,1,3,1,2,2,2,2,2,1,2,3,6,NA,3,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,2,5,1,NA,NA,NA,NA,2,6,3,2,2,NA,2,3,3,3,NA,3,2,1,2
"1243",10,4038,"2021-03-27",10008,2,1.05983793770106,71,1,2,2,3,NA,3,3,3,NA,4,2,2,2,5,1,1,4,2,1,2,3,2,3,2,2,2,3,2,2,4,1,4,NA,4,2,2,1,NA,4,3,3,2,2,2,3,4,2,1,3,1,2,2,2,1,2,2,2,2,6,NA,3,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,2,2,1,NA,NA,NA,NA,2,9,4,2,1,NA,2,3,3,3,NA,3,2,1,1
"1244",10,4039,"2021-03-27",10008,2,1.06230946301034,40,2,1,2,3,NA,3,3,3,NA,97,2,2,1,5,1,1,3,2,2,2,3,2,3,3,2,2,4,2,3,4,1,4,NA,4,2,2,2,NA,4,4,3,3,2,2,3,4,3,1,2,2,2,2,2,2,2,2,2,3,1,NA,3,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,2,3,4,NA,NA,NA,2,NA,NA,3,2,2,NA,2,3,3,2,NA,2,2,1,1
"1245",10,4040,"2021-03-27",10008,2,1.07135583671612,30,2,15,2,3,NA,2,2,2,NA,97,2,2,1,5,1,1,4,2,3,2,3,2,3,2,2,2,3,2,2,4,2,4,NA,4,3,2,2,NA,4,3,3,2,2,2,3,4,2,1,2,1,1,2,1,2,2,2,2,2,1,NA,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,1,4,4,NA,NA,NA,2,NA,NA,3,2,2,NA,2,3,3,2,NA,2,2,1,2
"1246",10,4041,"2021-03-27",10008,2,1.06230946301034,35,2,1,2,3,NA,2,2,2,NA,97,2,2,3,5,7,1,4,2,2,2,3,2,3,2,2,2,3,2,2,4,1,4,NA,4,2,2,1,NA,4,3,3,2,2,3,2,4,2,1,3,1,2,2,2,2,2,2,2,2,1,NA,3,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,1,3,4,NA,NA,NA,2,NA,NA,3,2,1,NA,2,3,3,2,NA,3,2,1,1
"1247",10,4042,"2021-03-27",10008,2,1.06914536215624,45,2,2,2,3,NA,2,2,2,NA,97,2,2,2,5,1,1,4,2,2,2,1,2,3,2,2,2,3,2,2,3,2,4,NA,4,2,2,3,NA,4,2,1,1,1,2,2,4,3,1,2,1,2,2,2,2,2,2,2,2,1,NA,3,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,1,4,4,NA,NA,NA,2,NA,NA,3,2,2,NA,2,3,3,2,NA,3,2,1,2
"1248",10,4043,"2021-03-27",10008,2,1.06914536215624,45,2,6,2,3,NA,1,3,3,NA,97,2,2,2,5,1,1,4,2,2,1,3,2,3,3,2,2,3,2,2,3,3,4,NA,4,3,3,3,NA,1,3,3,2,3,2,2,4,2,1,3,1,2,2,1,2,2,2,2,2,1,NA,3,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,1,5,4,NA,NA,NA,2,NA,NA,3,2,1,NA,2,2,3,2,NA,3,2,1,1
"1249",10,4044,"2021-03-27",10001,1,0.990293983435064,48,1,1,2,1,NA,3,3,2,NA,2,97,4,3,1,5,1,4,5,1,1,1,1,4,1,2,1,4,4,4,4,4,4,NA,4,4,1,4,NA,4,4,4,1,1,1,4,4,4,1,3,4,4,2,2,5,5,3,2,3,5,NA,4,4,4,4,1,0,0,0,0,0,0,0,NA,3,4,1,1,4,2,NA,NA,NA,NA,2,8,4,1,5,NA,2,3,3,3,3,NA,2,1,2
"1250",10,4045,"2021-03-27",10001,1,0.992341431550792,31,1,1,1,1,NA,3,3,3,NA,2,97,4,97,5,3,3,4,5,1,1,1,1,4,2,3,2,4,4,4,4,4,4,NA,4,4,2,4,NA,4,3,4,1,2,1,2,4,4,1,3,3,4,4,3,5,5,5,5,4,97,NA,4,97,97,97,2,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,1,3,6,NA,1,NA,NA,NA,NA,4,1,5,NA,2,2,3,2,3,NA,2,1,2
"1251",10,4046,"2021-03-27",10001,1,0.98191034408147,65,1,1,1,1,NA,3,3,1,NA,97,97,4,2,3,5,1,4,3,2,2,3,1,4,1,1,1,4,4,4,4,4,4,NA,4,4,1,3,NA,4,4,4,2,2,1,1,4,4,1,3,4,4,2,2,5,5,2,2,3,5,NA,4,4,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,1,6,3,1,NA,NA,NA,NA,NA,3,1,5,NA,2,2,3,2,3,NA,2,1,2
"1252",10,4047,"2021-03-27",10001,1,0.990459154473356,29,2,2,2,1,NA,3,2,2,NA,2,97,4,1,3,5,1,4,4,1,1,3,1,4,1,1,1,3,3,3,3,2,4,NA,4,4,2,3,NA,4,3,4,2,2,2,2,4,4,1,3,4,4,4,4,5,5,5,5,4,97,NA,3,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,6,3,2,NA,7,6,NA,1,NA,NA,NA,NA,4,1,5,NA,2,2,3,2,3,NA,2,1,1
"1253",10,4048,"2021-03-27",10001,1,0.992581356868111,26,2,12,1,1,NA,3,3,3,NA,97,97,4,98,5,6,1,4,5,1,1,3,1,4,2,3,2,4,4,4,4,4,4,NA,4,4,2,4,NA,4,4,4,1,1,1,2,4,4,1,3,4,4,2,1,5,5,2,2,3,1,NA,4,5,5,5,1,0,0,0,0,0,0,0,NA,5,1,NA,NA,5,6,NA,1,NA,NA,NA,NA,3,1,5,NA,2,3,3,2,3,NA,2,1,2
"1254",10,4049,"2021-03-27",10001,1,0.992341431550792,30,1,1,1,1,NA,3,3,2,NA,2,97,4,2,5,6,3,4,5,1,1,1,2,4,2,2,2,4,4,4,4,4,4,NA,4,4,1,4,NA,4,4,4,1,1,2,4,4,4,1,3,4,4,4,4,5,5,5,5,4,5,NA,4,5,98,98,1,0,0,0,0,0,0,0,NA,3,3,2,NA,3,2,NA,NA,NA,NA,2,8,3,1,5,NA,2,3,3,3,3,NA,2,1,1
"1255",10,4050,"2021-03-27",10001,1,0.981996033203653,18,1,1,1,1,NA,3,3,1,NA,97,97,4,98,5,3,1,4,5,1,1,1,1,4,1,1,1,4,4,2,4,4,4,NA,4,4,1,4,NA,4,4,4,1,1,1,4,4,4,1,3,4,4,4,4,5,5,5,5,4,3,NA,98,4,4,4,1,0,0,0,0,0,0,0,NA,4,1,NA,NA,5,6,NA,1,NA,NA,NA,NA,4,1,5,NA,2,3,3,2,3,NA,2,1,2
"1256",10,4051,"2021-03-27",10001,1,0.992581356868111,25,2,1,1,1,NA,3,3,3,NA,97,97,4,98,5,1,1,4,98,1,1,1,1,98,1,4,2,4,4,1,4,4,4,NA,4,4,1,4,NA,4,4,4,1,2,2,2,4,4,1,3,4,4,2,4,5,5,3,5,3,97,NA,4,4,98,98,1,0,0,0,0,0,0,0,NA,4,1,NA,NA,5,6,NA,1,NA,NA,NA,NA,4,1,5,NA,2,3,3,2,3,NA,2,1,2
"1257",10,4052,"2021-03-27",10001,1,0.990459154473356,28,2,1,1,1,NA,3,3,1,NA,97,97,4,2,3,6,1,4,98,2,2,3,1,4,1,2,1,4,4,2,4,4,4,NA,4,4,1,4,NA,4,4,4,1,1,1,1,4,4,1,3,4,4,2,2,5,5,3,3,3,5,NA,4,5,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,6,3,2,NA,6,6,NA,2,3,NA,NA,NA,4,1,5,NA,2,3,3,2,3,NA,2,1,1
"1258",10,4053,"2021-03-27",10001,1,0.979401969229383,62,2,7,1,1,NA,3,3,2,NA,97,1,4,98,5,6,1,4,3,3,1,3,1,3,1,3,2,4,3,2,3,3,3,NA,4,4,1,3,NA,4,3,4,1,1,1,2,4,4,1,3,3,4,4,3,3,3,4,5,4,97,NA,3,3,97,97,2,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,1,5,4,NA,NA,NA,3,NA,NA,4,1,5,NA,2,2,3,2,3,NA,1,1,2
